"","T_tphe_5.0m Ave. (C)","T_tphe_3.75m Ave. (C)","T_tphe_2.5m Ave. (C)","T_iv_gas Ave. (C)","T_tw Ave. (C)","T_exhaust Ave. (C)"
"1679325084","595.324","589.526","572.271","652.352","671.031","26.439"
"1679325094","595.332","589.535","572.281","652.335","670.965","26.438"
"1679325104","595.341","589.549","572.302","652.325","670.923","26.443"
"1679325114","595.346","589.555","572.310","652.308","670.865","26.444"
"1679325124","595.351","589.563","572.320","652.294","670.830","26.467"
"1679325134","595.362","589.577","572.333","652.282","670.810","26.467"
"1679325144","595.371","589.586","572.341","652.271","670.779","26.463"
"1679325154","595.369","589.590","572.345","652.249","670.728","26.460"
"1679325164","595.380","589.600","572.357","652.237","670.700","26.454"
"1679325174","595.381","589.604","572.363","652.220","670.693","26.445"
"1679325184","595.389","589.614","572.371","652.208","670.682","26.434"
"1679325194","595.389","589.613","572.372","652.190","670.670","26.433"
"1679325204","595.388","589.616","572.377","652.172","670.672","26.418"
"1679325214","595.400","589.630","572.395","652.166","670.622","26.430"
"1679325224","595.401","589.637","572.402","652.149","670.603","26.444"
"1679325234","595.403","589.639","572.407","652.136","670.613","26.457"
"1679325244","595.409","589.648","572.418","652.128","670.655","26.462"
"1679325254","595.422","589.662","572.433","652.129","670.706","26.471"
"1679325264","595.422","589.664","572.438","652.119","670.752","26.468"
"1679325274","595.432","589.676","572.451","652.121","670.804","26.472"
"1679325284","595.426","589.671","572.447","652.113","670.837","26.475"
"1679325294","595.431","589.676","572.455","652.115","670.902","26.463"
"1679325304","595.436","589.685","572.464","652.123","670.989","26.463"
"1679325314","595.439","589.690","572.468","652.127","671.054","26.455"
"1679325324","595.442","589.690","572.471","652.130","671.108","26.456"
"1679325334","595.454","589.704","572.485","652.146","671.146","26.469"
"1679325344","595.461","589.709","572.492","652.152","671.174","26.466"
"1679325354","595.462","589.714","572.497","652.160","671.206","26.451"
"1679325364","595.463","589.717","572.503","652.165","671.231","26.449"
"1679325374","595.476","589.730","572.517","652.178","671.254","26.469"
"1679325384","595.482","589.738","572.530","652.188","671.288","26.454"
"1679325394","595.484","589.740","572.533","652.193","671.333","26.414"
"1679325404","595.499","589.756","572.552","652.214","671.370","26.424"
"1679325414","595.498","589.756","572.552","652.220","671.384","26.426"
"1679325424","595.502","589.760","572.559","652.225","671.390","26.420"
"1679325434","595.510","589.765","572.567","652.234","671.398","26.424"
"1679325444","595.517","589.774","572.577","652.243","671.386","26.420"
"1679325454","595.522","589.779","572.584","652.251","671.399","26.398"
"1679325464","595.529","589.786","572.590","652.255","671.411","26.376"
"1679325474","595.535","589.792","572.597","652.264","671.422","26.366"
"1679325484","595.549","589.808","572.612","652.278","671.446","26.371"
"1679325494","595.554","589.812","572.619","652.285","671.455","26.402"
"1679325504","595.558","589.818","572.627","652.290","671.455","26.425"
"1679325514","595.568","589.828","572.642","652.304","671.471","26.448"
"1679325524","595.567","589.829","572.642","652.301","671.481","26.436"
"1679325534","595.578","589.839","572.654","652.312","671.501","26.431"
"1679325544","595.586","589.846","572.662","652.316","671.500","26.433"
"1679325554","595.593","589.854","572.669","652.325","671.505","26.432"
"1679325564","595.600","589.863","572.682","652.333","671.507","26.424"
"1679325574","595.608","589.874","572.692","652.340","671.470","26.434"
"1679325584","595.609","589.877","572.699","652.337","671.416","26.436"
"1679325594","595.618","589.887","572.709","652.342","671.397","26.444"
"1679325604","595.631","589.898","572.722","652.345","671.388","26.466"
"1679325614","595.643","589.907","572.734","652.350","671.372","26.489"
"1679325624","595.649","589.915","572.740","652.349","671.339","26.483"
"1679325634","595.654","589.922","572.749","652.345","671.315","26.467"
"1679325644","595.657","589.926","572.757","652.343","671.300","26.478"
"1679325654","595.669","589.941","572.770","652.347","671.284","26.486"
"1679325664","595.673","589.943","572.775","652.339","671.244","26.478"
"1679325674","595.668","589.943","572.776","652.325","671.166","26.459"
"1679325684","595.673","589.949","572.786","652.318","671.141","26.459"
"1679325694","595.685","589.964","572.800","652.318","671.148","26.475"
"1679325704","595.687","589.969","572.809","652.312","671.146","26.501"
"1679325714","595.694","589.980","572.818","652.313","671.108","26.521"
"1679325724","595.701","589.985","572.825","652.305","671.070","26.520"
"1679325734","595.704","589.989","572.832","652.294","671.018","26.507"
"1679325744","595.704","589.993","572.839","652.281","670.966","26.496"
"1679325754","595.719","590.008","572.852","652.282","670.926","26.506"
"1679325764","595.729","590.023","572.870","652.278","670.899","26.524"
"1679325774","595.732","590.024","572.871","652.264","670.865","26.516"
"1679325784","595.735","590.030","572.878","652.251","670.837","26.500"
"1679325794","595.735","590.032","572.882","652.241","670.809","26.480"
"1679325804","595.739","590.038","572.887","652.228","670.784","26.483"
"1679325814","595.748","590.048","572.899","652.221","670.762","26.494"
"1679325824","595.755","590.060","572.910","652.219","670.752","26.508"
"1679325834","595.759","590.065","572.917","652.208","670.740","26.503"
"1679325844","595.763","590.070","572.924","652.197","670.712","26.514"
"1679325854","595.760","590.068","572.925","652.177","670.675","26.528"
"1679325864","595.767","590.076","572.932","652.170","670.676","26.562"
"1679325874","595.772","590.082","572.938","652.162","670.677","26.568"
"1679325884","595.773","590.084","572.941","652.151","670.683","26.554"
"1679325894","595.776","590.089","572.947","652.142","670.660","26.540"
"1679325904","595.779","590.090","572.949","652.133","670.621","26.516"
"1679325914","595.783","590.099","572.959","652.124","670.619","26.504"
"1679325924","595.789","590.105","572.965","652.120","670.619","26.507"
"1679325934","595.789","590.106","572.969","652.108","670.624","26.484"
"1679325944","595.796","590.118","572.979","652.109","670.627","26.482"
"1679325954","595.796","590.117","572.979","652.098","670.648","26.477"
"1679325964","595.800","590.121","572.987","652.092","670.658","26.476"
"1679325974","595.810","590.132","573.000","652.096","670.669","26.475"
"1679325984","595.811","590.133","573.002","652.086","670.678","26.472"
"1679325994","595.816","590.141","573.009","652.086","670.688","26.508"
"1679326004","595.814","590.142","573.009","652.075","670.615","26.529"
"1679326014","595.823","590.153","573.025","652.074","670.612","26.515"
"1679326024","595.819","590.150","573.022","652.061","670.622","26.507"
"1679326034","595.824","590.155","573.030","652.058","670.637","26.497"
"1679326044","595.834","590.165","573.043","652.062","670.674","26.499"
"1679326054","595.832","590.166","573.040","652.053","670.718","26.495"
"1679326064","595.839","590.174","573.049","652.056","670.766","26.501"
"1679326074","595.845","590.179","573.058","652.063","670.822","26.491"
"1679326084","595.857","590.195","573.075","652.076","670.863","26.503"
"1679326094","595.860","590.195","573.078","652.079","670.894","26.503"
"1679326104","595.863","590.199","573.084","652.081","670.931","26.504"
"1679326114","595.865","590.203","573.090","652.082","670.962","26.505"
"1679326124","595.863","590.200","573.093","652.081","670.974","26.508"
"1679326134","595.869","590.210","573.103","652.092","670.998","26.539"
"1679326144","595.878","590.220","573.116","652.103","671.025","26.548"
"1679326154","595.887","590.229","573.123","652.111","671.052","26.536"
"1679326164","595.891","590.235","573.129","652.120","671.066","26.515"
"1679326174","595.895","590.236","573.135","652.125","671.102","26.503"
"1679326184","595.887","590.229","573.128","652.119","671.126","26.484"
"1679326194","595.894","590.235","573.134","652.130","671.139","26.480"
"1679326204","595.908","590.251","573.150","652.146","671.142","26.479"
"1679326214","595.908","590.252","573.152","652.147","671.129","26.449"
"1679326224","595.919","590.261","573.163","652.158","671.114","26.455"
"1679326234","595.924","590.265","573.166","652.161","671.085","26.462"
"1679326244","595.924","590.265","573.168","652.159","671.094","26.463"
"1679326254","595.927","590.270","573.173","652.161","671.109","26.460"
"1679326264","595.932","590.273","573.177","652.163","671.016","26.461"
"1679326274","595.927","590.273","573.177","652.119","669.779","26.455"
"1679326284","595.933","590.279","573.184","652.019","668.208","26.449"
"1679326294","595.929","590.284","573.191","651.861","666.642","26.426"
"1679326304","595.922","590.286","573.195","651.667","665.180","26.405"
"1679326314","595.911","590.286","573.198","651.437","663.793","26.399"
"1679326324","595.899","590.288","573.199","651.171","662.437","26.419"
"1679326334","595.883","590.289","573.205","650.886","661.142","26.447"
"1679326344","595.861","590.285","573.202","650.587","659.934","26.453"
"1679326354","595.838","590.285","573.206","650.264","658.774","26.457"
"1679326364","595.809","590.281","573.205","649.932","657.715","26.461"
"1679326374","595.776","590.273","573.202","649.601","656.786","26.478"
"1679326384","595.740","590.263","573.198","649.267","655.944","26.476"
"1679326394","595.701","590.253","573.196","648.921","655.182","26.448"
"1679326404","595.669","590.251","573.202","648.589","654.545","26.458"
"1679326414","595.641","590.247","573.206","648.280","654.054","26.477"
"1679326424","595.603","590.236","573.201","647.982","653.656","26.485"
"1679326434","595.557","590.219","573.196","647.660","653.324","26.463"
"1679326444","595.519","590.209","573.192","647.380","653.138","26.466"
"1679326454","595.471","590.188","573.178","647.109","653.041","26.455"
"1679326464","595.422","590.164","573.163","646.845","653.034","26.435"
"1679326474","595.387","590.149","573.154","646.608","653.147","26.416"
"1679326484","595.340","590.128","573.141","646.395","653.350","26.415"
"1679326494","595.293","590.102","573.123","646.202","653.719","26.427"
"1679326504","595.248","590.078","573.106","646.027","654.156","26.436"
"1679326514","595.206","590.054","573.093","645.889","654.569","26.433"
"1679326524","595.160","590.025","573.072","645.761","655.102","26.417"
"1679326534","595.113","589.994","573.048","645.654","655.556","26.425"
"1679326544","595.072","589.971","573.037","645.549","655.007","26.427"
"1679326554","595.029","589.942","573.019","645.425","655.015","26.439"
"1679326564","594.988","589.914","572.999","645.365","657.059","26.447"
"1679326574","594.947","589.880","572.975","645.405","659.456","26.479"
"1679326584","594.917","589.855","572.960","645.537","661.899","26.485"
"1679326594","594.890","589.829","572.940","645.750","664.338","26.476"
"1679326604","594.862","589.795","572.917","646.039","666.857","26.468"
"1679326614","594.844","589.764","572.895","646.388","669.207","26.464"
"1679326624","594.834","589.738","572.876","646.770","671.325","26.466"
"1679326634","594.830","589.715","572.860","647.208","673.418","26.480"
"1679326644","594.840","589.698","572.853","647.692","675.415","26.478"
"1679326654","594.854","589.684","572.843","648.176","677.218","26.479"
"1679326664","594.859","589.660","572.824","648.675","678.919","26.474"
"1679326674","594.882","589.646","572.818","649.223","680.609","26.491"
"1679326684","594.916","589.643","572.815","649.781","682.094","26.539"
"1679326694","594.947","589.637","572.812","650.335","683.591","26.611"
"1679326704","594.980","589.634","572.811","650.911","684.968","26.644"
"1679326714","595.022","589.631","572.815","651.484","686.073","26.636"
"1679326724","595.117","589.719","572.854","651.963","685.381","26.677"
"1679326734","595.294","589.916","572.926","655.295","688.776","27.180"
"1679326744","595.440","590.026","572.951","654.710","685.633","29.671"
"1679326754","595.665","590.190","573.022","655.060","684.003","32.919"
"1679326764","595.856","590.359","573.126","655.527","682.308","35.425"
"1679326774","596.012","590.513","573.228","655.972","680.454","37.403"
"1679326784","596.128","590.616","573.310","656.363","678.652","38.968"
"1679326794","596.226","590.702","573.380","656.707","677.005","40.235"
"1679326804","596.308","590.764","573.434","657.012","675.462","41.294"
"1679326814","596.374","590.813","573.476","657.295","673.974","42.098"
"1679326824","596.435","590.854","573.511","657.546","672.578","42.865"
"1679326834","596.479","590.880","573.535","657.761","671.322","43.560"
"1679326844","596.516","590.905","573.556","657.964","670.111","44.037"
